0.0163791179657 80
0.0208561420441 91
0.0255610942841 98
0.0302500724792 117
0.0373950004578 123
0.0428459644318 130
0.0475809574127 138
0.0530421733856 144
0.0602190494537 152
0.0668621063232 153
0.0716640949249 154
0.0782301425934 160
0.0842900276184 170
0.0917329788208 183
0.0978150367737 192
0.103417158127 199
0.109580993652 200
0.117951154709 206
0.12712097168 218
0.135948181152 219
0.143848180771 224
0.151872158051 230
0.159199953079 242
0.164400100708 243
0.169284105301 244
0.189095020294 247
0.198980093002 259
0.237684965134 265
0.247862100601 273
0.254817962646 278
0.275741100311 279
0.317281007767 286
0.323048114777 287
0.352243185043 288
0.35803604126 290
0.496598005295 296
0.500743150711 297
0.505004167557 298
0.508830070496 299
0.513870954514 300
0.518150091171 301
0.522461175919 302
0.526236057281 303
0.529628038406 304
0.53338599205 306
0.539788961411 307
0.543116092682 308
0.547557115555 310
0.551056146622 311
0.55452299118 312
0.557924032211 313
0.564625024796 314
0.568420171738 315
0.571846008301 316
0.576514959335 317
0.579889059067 318
0.584601163864 319
0.588003158569 320
0.593657970428 321
0.598070144653 322
0.608695983887 323
0.613415002823 324
0.621621131897 325
0.625046014786 326
0.628468990326 327
0.632758140564 328
0.640025138855 329
0.644471168518 330
0.647889137268 331
0.652695178986 332
0.657842159271 333
0.662214994431 334
0.669578075409 335
0.67295217514 336
0.677862167358 337
0.683606147766 338
0.694538116455 339
1.05806899071 340
1.06311607361 342
1.08361196518 343
1.09148216248 344
1.09655809402 345
1.10073518753 346
1.10751914978 348
1.12155413628 349
1.16016101837 351
1.28386116028 352
2.09019517899 353
2.13311505318 354
4.79208111763 356
4.80233311653 357
4.81716513634 358
4.82741808891 360
4.83791708946 361
4.84826207161 362
4.87902212143 363
4.8894200325 364
4.89839410782 365
4.91029000282 366
4.92151212692 367
4.93419909477 368
4.94308304787 369
4.95906496048 370
4.96938705444 371
4.98077917099 372
4.98810005188 373
5.00166010857 374
5.00694298744 375
5.02090001106 376
5.02842903137 377
5.0341360569 378
5.05647611618 379
5.0648431778 380
11.3012251854 384
11.3124270439 387
11.3164920807 393
11.3344950676 396
11.3386261463 398
11.3423240185 399
11.356842041 410
11.3684799671 412
11.3956871033 414
11.4156911373 415
11.4535431862 417
11.4600901604 418
11.4907751083 419
11.5053341389 420
11.5168941021 422
11.530932188 423
11.5535831451 424
11.6175701618 426
11.6434221268 427
11.6511201859 428
11.6862900257 429
11.6997721195 430
33.7363259792 431
34.1401669979 444
34.1651721001 446
34.193434 447
35.2790429592 450
52.5484070778 452
53.18166399 461
53.2399811745 462
53.2941360474 471
53.3569049835 472
53.3727140427 473
53.3897821903 474
55.6662240028 482
56.1912481785 483
56.2177641392 484
56.2251160145 485
56.2854261398 486
56.4534971714 487
