FOUND NEW BRANCH 12.808300972 374
FOUND NEW BRANCH 12.8123109341 375
FOUND NEW BRANCH 12.8397138119 376
FOUND NEW BRANCH 12.8435838223 377
FOUND NEW BRANCH 12.8473339081 378
FOUND NEW BRANCH 12.8510458469 379
FOUND NEW BRANCH 12.8776078224 380
FOUND NEW BRANCH 12.9120588303 381
FOUND NEW BRANCH 16.0589978695 382
FOUND NEW BRANCH 16.0847508907 383
FOUND NEW BRANCH 16.1492249966 386
FOUND NEW BRANCH 16.1817009449 387
FOUND NEW BRANCH 16.1890118122 388
FOUND NEW BRANCH 16.1953549385 389
FOUND NEW BRANCH 16.2081468105 390
FOUND NEW BRANCH 16.2144927979 391
FOUND NEW BRANCH 16.2208168507 392
FOUND NEW BRANCH 16.2463319302 393
FOUND NEW BRANCH 16.2526879311 394
FOUND NEW BRANCH 16.2720057964 395
FOUND NEW BRANCH 16.5281338692 396
FOUND NEW BRANCH 16.5319797993 398
FOUND NEW BRANCH 16.5990028381 399
FOUND NEW BRANCH 16.6333098412 400
FOUND NEW BRANCH 17.1086139679 401
FOUND NEW BRANCH 17.1183710098 411
FOUND NEW BRANCH 17.1472039223 412
FOUND NEW BRANCH 17.1579518318 415
FOUND NEW BRANCH 17.168628931 416
FOUND NEW BRANCH 17.2337269783 417
FOUND NEW BRANCH 17.2800178528 418
FOUND NEW BRANCH 17.7204158306 419
FOUND NEW BRANCH 17.7323658466 420
FOUND NEW BRANCH 18.4403808117 421
FOUND NEW BRANCH 18.4767899513 422
FOUND NEW BRANCH 18.5072889328 423
FOUND NEW BRANCH 19.0834879875 424
FOUND NEW BRANCH 19.1013479233 425
FOUND NEW BRANCH 19.108371973 426
FOUND NEW BRANCH 19.1152949333 427
FOUND NEW BRANCH 24.0167648792 433
FOUND NEW BRANCH 26.3206908703 446
FOUND NEW BRANCH 28.9457859993 447
FOUND NEW BRANCH 29.0487909317 448
FOUND NEW BRANCH 29.1348719597 449
FOUND NEW BRANCH 29.1557269096 450
FOUND NEW BRANCH 32.7602849007 451
FOUND NEW BRANCH 32.9280958176 453
FOUND NEW BRANCH 33.9436969757 454
FOUND NEW BRANCH 38.8378260136 460
FOUND NEW BRANCH 38.9177858829 461
FOUND NEW BRANCH 41.6742289066 462
FOUND NEW BRANCH 41.8394157887 465
FOUND NEW BRANCH 41.8739979267 468
FOUND NEW BRANCH 44.0514698029 471
FOUND NEW BRANCH 46.5626959801 481
FOUND NEW BRANCH 46.672344923 484
FOUND NEW BRANCH 49.125797987 485
FOUND NEW BRANCH 49.1900048256 486
FOUND NEW BRANCH 49.1930818558 487
FOUND NEW BRANCH 49.2543978691 488
FOUND NEW BRANCH 57.3546648026 490
FOUND NEW BRANCH 57.4829559326 491
FOUND NEW BRANCH 57.4938337803 493
FOUND NEW BRANCH 57.5255348682 494
FOUND NEW BRANCH 59.2286789417 495
