FOUND NEW BRANCH 0.0161838531494 86
FOUND NEW BRANCH 0.019670009613 91
FOUND NEW BRANCH 0.0237147808075 95
FOUND NEW BRANCH 0.0366988182068 102
FOUND NEW BRANCH 0.0471398830414 118
FOUND NEW BRANCH 0.0524928569794 124
FOUND NEW BRANCH 0.0577068328857 132
FOUND NEW BRANCH 0.0681118965149 144
FOUND NEW BRANCH 0.0784559249878 157
FOUND NEW BRANCH 0.0837159156799 168
FOUND NEW BRANCH 0.0889098644257 180
FOUND NEW BRANCH 0.0941319465637 186
FOUND NEW BRANCH 0.104687929153 194
FOUND NEW BRANCH 0.115540981293 200
FOUND NEW BRANCH 0.121147871017 203
FOUND NEW BRANCH 0.126720905304 209
FOUND NEW BRANCH 0.132472991943 216
FOUND NEW BRANCH 0.138064861298 221
FOUND NEW BRANCH 0.143710851669 222
FOUND NEW BRANCH 0.166353940964 229
FOUND NEW BRANCH 0.171942949295 230
FOUND NEW BRANCH 0.195045948029 239
FOUND NEW BRANCH 0.223029851913 245
FOUND NEW BRANCH 0.228547811508 251
FOUND NEW BRANCH 0.234145879745 261
FOUND NEW BRANCH 0.256531953812 269
FOUND NEW BRANCH 0.27899479866 276
FOUND NEW BRANCH 0.29021191597 277
FOUND NEW BRANCH 0.307040929794 278
FOUND NEW BRANCH 0.31269288063 279
FOUND NEW BRANCH 0.323868989944 284
FOUND NEW BRANCH 0.387328863144 285
FOUND NEW BRANCH 0.397733926773 286
FOUND NEW BRANCH 0.502901792526 292
FOUND NEW BRANCH 0.533921957016 293
FOUND NEW BRANCH 0.544461965561 296
FOUND NEW BRANCH 0.586599826813 297
FOUND NEW BRANCH 0.591493844986 299
FOUND NEW BRANCH 0.901192903519 300
FOUND NEW BRANCH 0.904460906982 301
FOUND NEW BRANCH 0.91090297699 302
FOUND NEW BRANCH 0.927055835724 303
FOUND NEW BRANCH 1.29421186447 304
FOUND NEW BRANCH 3.17148399353 306
FOUND NEW BRANCH 3.19717884064 307
FOUND NEW BRANCH 3.22914791107 308
FOUND NEW BRANCH 3.65388989449 310
FOUND NEW BRANCH 3.699903965 311
FOUND NEW BRANCH 3.70345592499 312
FOUND NEW BRANCH 4.34529900551 313
FOUND NEW BRANCH 4.37528085709 315
FOUND NEW BRANCH 4.37911987305 316
FOUND NEW BRANCH 5.13181495667 317
FOUND NEW BRANCH 5.13484191895 319
FOUND NEW BRANCH 5.16819596291 320
FOUND NEW BRANCH 6.55870199203 321
FOUND NEW BRANCH 6.60838890076 323
FOUND NEW BRANCH 6.66555786133 324
FOUND NEW BRANCH 6.68876600266 325
FOUND NEW BRANCH 9.87234091759 326
FOUND NEW BRANCH 9.87547492981 327
FOUND NEW BRANCH 9.88181400299 329
FOUND NEW BRANCH 9.91232180595 330
FOUND NEW BRANCH 9.93449187279 332
FOUND NEW BRANCH 9.93834996223 334
FOUND NEW BRANCH 9.94437980652 335
FOUND NEW BRANCH 9.95060586929 336
FOUND NEW BRANCH 9.95367789268 337
FOUND NEW BRANCH 9.96590995789 338
FOUND NEW BRANCH 9.9818239212 339
FOUND NEW BRANCH 9.98501682281 340
FOUND NEW BRANCH 9.99437880516 343
FOUND NEW BRANCH 10.0005397797 344
FOUND NEW BRANCH 11.2291078568 352
FOUND NEW BRANCH 11.2444009781 356
FOUND NEW BRANCH 11.2519958019 357
FOUND NEW BRANCH 11.2939209938 358
FOUND NEW BRANCH 11.3128399849 359
FOUND NEW BRANCH 12.6498408318 364
FOUND NEW BRANCH 12.6665108204 365
FOUND NEW BRANCH 12.6703119278 366
FOUND NEW BRANCH 12.674022913 367
FOUND NEW BRANCH 12.6972417831 368
FOUND NEW BRANCH 12.7127718925 369
FOUND NEW BRANCH 12.7624089718 370
FOUND NEW BRANCH 12.7700808048 371
FOUND NEW BRANCH 12.7776319981 372
FOUND NEW BRANCH 12.7928488255 373
